1550,1
1584,2
2756,3
1596,4
997,5
1059,6
2303,7
2492,8
606,9
2523,10
1276,11
2459,12
1635,13
1919,14
589,15
2677,16
2428,17
1657,18
1575,19
992,20
1886,21
2548,22
341,23
1864,24
2785,25
2095,26
2103,27
1046,28
406,29
1672,30
353,31
1252,32
1761,33
2861,34
1159,35
809,36
1930,37
811,38
404,39
136,40
861,41
1960,42
2191,43
3112,44
1337,45
1927,46
3140,47
1691,48
203,49
8,50
1502,51
214,52
374,53
121,54
1793,55
1871,56
1843,57
1168,58
1455,59
1095,60
2481,61
1383,62
753,63
2711,64
428,65
2610,66
2853,67
2026,68
2959,69
1978,70
650,71
1787,72
3161,73
1368,74
2134,75
595,76
2614,77
918,78
705,79
2457,80
201,81
1444,82
111,83
1370,84
2398,85
2039,86
217,87
1730,88
401,89
12,90
394,91
1959,92
2809,93
1175,94
471,95
2396,96
877,97
1611,98
1718,99
2220,100
1264,101
3173,102
1315,103
2489,104
736,105
1491,106
1480,107
1206,108
193,109
3090,110
1412,111
2518,112
2956,113
1466,114
2179,115
198,116
1060,117
2479,118
391,119
3278,120
887,121
2545,122
1229,123
1610,124
2437,125
2910,126
2593,127
2975,128
679,129
680,130
3297,131
1352,132
1918,133
2512,134
925,135
423,136
1882,137
1309,138
3245,139
3122,140
2480,141
1215,142
2399,143
2077,144
1544,145
3115,146
442,147
1958,148
787,149
1163,150
2903,151
1744,152
2117,153
993,154
383,155
1851,156
2284,157
1723,158
2379,159
1534,160
653,161
78,162
3156,163
786,164
368,165
2819,166
2749,167
2474,168
2764,169
2603,170
2464,171
1471,172
889,173
2790,174
2871,175
14,176
3195,177
1821,178
3186,179
1836,180
2390,181
1844,182
2450,183
1970,184
2275,185
3270,186
3101,187
968,188
2367,189
1496,190
461,191
726,192
2565,193
2321,194
36,195
1359,196
2168,197
1530,198
1170,199
1925,200
220,201
3116,202
2176,203
2165,204
1521,205
1887,206
2158,207
210,208
731,209
243,210
1763,211
3074,212
2258,213
2539,214
1501,215
2743,216
906,217
729,218
2276,219
2476,220
1606,221
1485,222
770,223
1303,224
3030,225
2636,226
3211,227
798,228
3287,229
2317,230
1070,231
1677,232
1807,233
928,234
1911,235
1942,236
818,237
2666,238
899,239
1996,240
483,241
1892,242
1029,243
2879,244
2128,245
2963,246
2131,247
2316,248
954,249
2818,250
2612,251
1979,252
1479,253
517,254
3062,255
2616,256
3139,257
538,258
1296,259
1914,260
2640,261
2250,262
2913,263
481,264
1627,265
3295,266
171,267
2541,268
69,269
661,270
950,271
1808,272
2746,273
664,274
3142,275
46,276
2269,277
3111,278
1275,279
450,280
2741,281
2315,282
3125,283
504,284
2847,285
2670,286
163,287
2299,288
2244,289
2869,290
2863,291
1699,292
1700,293
468,294
1681,295
2513,296
557,297
202,298
1589,299
2582,300
1318,301
1883,302
1770,303
2793,304
2889,305
3318,306
2626,307
882,308
240,309
2292,310
1289,311
645,312
1267,313
3025,314
1618,315
2526,316
2431,317
1216,318
1674,319
2124,320
3162,321
2232,322
1954,323
901,324
1682,325
387,326
1716,327
2173,328
38,329
556,330
2438,331
1554,332
1971,333
1324,334
1390,335
234,336
2970,337
1016,338
783,339
625,340
2971,341
20,342
888,343
1561,344
2358,345
175,346
155,347
674,348
435,349
1124,350
545,351
1328,352
263,353
2572,354
3119,355
1399,356
2216,357
1687,358
1556,359
1562,360
2893,361
1406,362
1151,363
3099,364
2182,365
1054,366
3151,367
320,368
1083,369
151,370
2253,371
1885,372
413,373
1607,374
52,375
1482,376
754,377
2805,378
1655,379
2412,380
1539,381
2538,382
1432,383
1921,384
470,385
3103,386
2864,387
1376,388
2833,389
843,390
1975,391
2583,392
2948,393
776,394
2192,395
397,396
2892,397
1917,398
2844,399
2467,400
2409,401
2076,402
2286,403
1981,404
2416,405
3064,406
2334,407
2689,408
1987,409
83,410
366,411
1999,412
3242,413
1800,414
2040,415
134,416
785,417
66,418
648,419
1087,420
630,421
3169,422
183,423
3177,424
2456,425
2041,426
249,427
396,428
1500,429
2011,430
3326,431
2339,432
96,433
915,434
3247,435
587,436
1734,437
3204,438
1026,439
1810,440
1967,441
2271,442
3123,443
277,444
796,445
509,446
1856,447
3009,448
734,449
1788,450
942,451
1036,452
1799,453
110,454
1453,455
3311,456
2069,457
2908,458
594,459
1675,460
1931,461
2072,462
1199,463
3332,464
507,465
2942,466
1786,467
2768,468
958,469
691,470
3036,471
730,472
490,473
2651,474
1797,475
673,476
2180,477
1037,478
3289,479
25,480
1828,481
47,482
610,483
502,484
1032,485
2197,486
2976,487
1518,488
1436,489
2136,490
2556,491
2800,492
2974,493
616,494
2797,495
2850,496
1148,497
1069,498
1666,499
380,500
2776,501
1263,502
40,503
577,504
1462,505
2330,506
500,507
1703,508
626,509
716,510
893,511
695,512
2747,513
444,514
222,515
3040,516
1099,517
846,518
805,519
947,520
2453,521
1552,522
194,523
1014,524
1231,525
1104,526
1997,527
2982,528
2591,529
103,530
2119,531
2043,532
1664,533
1837,534
2114,535
712,536
2568,537
539,538
2245,539
1850,540
931,541
1251,542
2981,543
2652,544
2500,545
2715,546
2096,547
2380,548
1421,549
1906,550
1832,551
1621,552
2914,553
2748,554
433,555
84,556
1475,557
1998,558
760,559
898,560
2296,561
2057,562
2925,563
1227,564
2707,565
2679,566
1527,567
2933,568
172,569
1573,570
2401,571
1708,572
2777,573
1422,574
1123,575
1451,576
1676,577
2927,578
1155,579
532,580
2371,581
2012,582
1803,583
2752,584
868,585
1711,586
1633,587
1372,588
2045,589
2877,590
2690,591
2795,592
1842,593
74,594
123,595
454,596
37,597
972,598
1385,599
132,600
2070,601
437,602
2044,603
2327,604
1508,605
1915,606
2851,607
1715,608
2621,609
2831,610
1662,611
1583,612
44,613
3256,614
173,615
2487,616
710,617
1566,618
1815,619
1057,620
742,621
2293,622
1953,623
1992,624
1438,625
3216,626
3070,627
89,628
2872,629
858,630
3011,631
2887,632
1985,633
258,634
2122,635
1218,636
926,637
1702,638
2675,639
76,640
2543,641
883,642
652,643
1820,644
313,645
1204,646
2849,647
2355,648
1605,649
1178,650
312,651
2559,652
1524,653
699,654
430,655
2601,656
1330,657
1774,658
2146,659
1380,660
1460,661
1995,662
1640,663
1909,664
1747,665
3321,666
3063,667
2558,668
854,669
1245,670
469,671
1949,672
417,673
1217,674
2588,675
2852,676
1695,677
35,678
426,679
33,680
3275,681
1293,682
3076,683
1520,684
3282,685
2798,686
1893,687
2318,688
2551,689
3303,690
3306,691
963,692
2816,693
2029,694
1553,695
965,696
2006,697
219,698
297,699
2213,700
718,701
635,702
755,703
494,704
2116,705
1008,706
2185,707
812,708
1973,709
161,710
794,711
2936,712
1965,713
1740,714
574,715
3029,716
1714,717
2090,718
1450,719
1823,720
2384,721
3013,722
1302,723
956,724
3205,725
11,726
3300,727
3190,728
2979,729
447,730
39,731
3201,732
1360,733
280,734
2788,735
2189,736
3141,737
3134,738
3269,739
2277,740
464,741
1048,742
2350,743
1697,744
2858,745
187,746
1211,747
3305,748
549,749
2219,750
1212,751
1344,752
1092,753
1244,754
1005,755
1709,756
2338,757
2143,758
2656,759
378,760
1938,761
1535,762
3193,763
1043,764
1028,765
1459,766
1186,767
940,768
3209,769
2053,770
3179,771
3273,772
1076,773
1397,774
2784,775
2934,776
303,777
864,778
3299,779
1237,780
542,781
506,782
1256,783
2177,784
323,785
460,786
1968,787
1631,788
2674,789
725,790
2064,791
28,792
3148,793
1814,794
3017,795
1874,796
1143,797
772,798
68,799
252,800
994,801
1071,802
2926,803
135,804
1196,805
1062,806
597,807
3131,808
50,809
1068,810
518,811
1103,812
1900,813
2264,814
2501,815
2022,816
314,817
1164,818
2605,819
2394,820
87,821
2891,822
466,823
1483,824
308,825
1725,826
2215,827
3046,828
875,829
382,830
2196,831
3280,832
3292,833
1078,834
1707,835
663,836
2724,837
1248,838
569,839
1393,840
2383,841
425,842
2856,843
3184,844
1905,845
2994,846
3294,847
2774,848
1020,849
535,850
1880,851
2415,852
670,853
265,854
872,855
1387,856
2231,857
1801,858
2032,859
2347,860
2164,861
825,862
2115,863
869,864
109,865
2079,866
3044,867
395,868
2081,869
2978,870
344,871
607,872
2024,873
3004,874
1408,875
2509,876
1777,877
1343,878
305,879
1445,880
2723,881
564,882
2418,883
10,884
970,885
2811,886
870,887
3276,888
360,889
959,890
2018,891
2524,892
291,893
2965,894
2567,895
3158,896
1258,897
817,898
2118,899
1278,900
944,901
2148,902
3051,903
1012,904
2584,905
1608,906
1039,907
1001,908
1984,909
2406,910
2964,911
974,912
1192,913
2717,914
1982,915
71,916
791,917
719,918
2602,919
2720,920
2701,921
2161,922
980,923
1140,924
2766,925
2324,926
576,927
763,928
1437,929
3155,930
2599,931
681,932
2653,933
2312,934
2566,935
2600,936
799,937
166,938
221,939
477,940
1188,941
2945,942
192,943
1077,944
3003,945
147,946
2470,947
186,948
857,949
1378,950
1195,951
1339,952
2561,953
637,954
294,955
3265,956
1,957
1896,958
2620,959
765,960
1484,961
2352,962
1332,963
1825,964
2702,965
2799,966
707,967
1180,968
2400,969
399,970
248,971
3154,972
1419,973
917,974
473,975
633,976
1658,977
1624,978
1895,979
2101,980
2420,981
2820,982
2085,983
2181,984
1110,985
2099,986
1722,987
190,988
1570,989
1565,990
107,991
131,992
582,993
845,994
2268,995
598,996
1207,997
2886,998
1840,999
1274,1000
432,1001
2451,1002
31,1003
737,1004
3188,1005
642,1006
505,1007
2332,1008
632,1009
3218,1010
530,1011
3175,1012
3236,1013
3000,1014
512,1015
1290,1016
2613,1017
660,1018
2193,1019
3285,1020
2957,1021
2086,1022
2780,1023
1604,1024
2130,1025
86,1026
2878,1027
1519,1028
2901,1029
1166,1030
667,1031
3324,1032
24,1033
113,1034
566,1035
2792,1036
983,1037
3021,1038
739,1039
2745,1040
2829,1041
2950,1042
922,1043
2899,1044
3322,1045
213,1046
836,1047
157,1048
3095,1049
0,1050
2618,1051
482,1052
1476,1053
2921,1054
489,1055
2092,1056
885,1057
292,1058
833,1059
3229,1060
1765,1061
1494,1062
1305,1063
199,1064
573,1065
623,1066
2342,1067
777,1068
683,1069
1752,1070
206,1071
2074,1072
930,1073
519,1074
2520,1075
2434,1076
1939,1077
1950,1078
3054,1079
1346,1080
1660,1081
792,1082
497,1083
575,1084
1454,1085
2439,1086
807,1087
211,1088
1058,1089
2195,1090
2961,1091
2306,1092
2227,1093
2,1094
223,1095
2919,1096
2452,1097
2802,1098
3016,1099
3222,1100
2477,1101
1490,1102
2469,1103
2144,1104
2650,1105
1425,1106
2003,1107
1120,1108
167,1109
1202,1110
3213,1111
1415,1112
934,1113
1717,1114
3109,1115
1980,1116
2000,1117
3073,1118
2446,1119
1246,1120
301,1121
18,1122
438,1123
612,1124
1543,1125
2639,1126
1721,1127
2175,1128
2392,1129
2009,1130
1764,1131
2034,1132
386,1133
51,1134
2765,1135
1353,1136
1033,1137
2205,1138
1041,1139
1792,1140
355,1141
1292,1142
130,1143
3091,1144
1038,1145
3226,1146
2208,1147
2093,1148
2897,1149
1398,1150
1922,1151
3309,1152
3088,1153
2204,1154
2497,1155
702,1156
1443,1157
1497,1158
2654,1159
443,1160
2351,1161
2491,1162
1991,1163
2676,1164
3192,1165
1891,1166
2929,1167
1693,1168
1347,1169
3055,1170
948,1171
302,1172
1563,1173
941,1174
1745,1175
2769,1176
1024,1177
91,1178
2658,1179
2940,1180
1487,1181
1868,1182
501,1183
603,1184
2224,1185
148,1186
2171,1187
795,1188
348,1189
668,1190
2682,1191
436,1192
849,1193
1105,1194
1384,1195
1146,1196
945,1197
1783,1198
1689,1199
1009,1200
1762,1201
456,1202
844,1203
902,1204
2167,1205
1184,1206
2946,1207
1272,1208
880,1209
1291,1210
1653,1211
424,1212
2359,1213
2472,1214
1847,1215
717,1216
149,1217
853,1218
1465,1219
1481,1220
2441,1221
2498,1222
2778,1223
978,1224
3238,1225
357,1226
2393,1227
2141,1228
2735,1229
1729,1230
778,1231
2514,1232
462,1233
2375,1234
2843,1235
2781,1236
1257,1237
2493,1238
465,1239
351,1240
3067,1241
2357,1242
938,1243
1035,1244
1746,1245
1748,1246
769,1247
3235,1248
751,1249
286,1250
1051,1251
1404,1252
647,1253
246,1254
1572,1255
1936,1256
453,1257
1947,1258
2737,1259
2767,1260
1957,1261
1255,1262
1210,1263
3006,1264
516,1265
1989,1266
2826,1267
2815,1268
2688,1269
1951,1270
3272,1271
3150,1272
543,1273
2753,1274
3039,1275
1855,1276
1701,1277
1962,1278
581,1279
1637,1280
2638,1281
1280,1282
1205,1283
562,1284
2210,1285
2693,1286
1580,1287
2935,1288
2580,1289
1407,1290
1308,1291
207,1292
1756,1293
1389,1294
1011,1295
3129,1296
2857,1297
1473,1298
2004,1299
1429,1300
2348,1301
1089,1302
2632,1303
1091,1304
634,1305
2554,1306
3219,1307
296,1308
1266,1309
937,1310
2123,1311
837,1312
1181,1313
2107,1314
493,1315
472,1316
1866,1317
16,1318
1924,1319
1872,1320
1316,1321
709,1322
2080,1323
29,1324
3160,1325
77,1326
2969,1327
1137,1328
321,1329
2522,1330
2111,1331
1749,1332
767,1333
104,1334
174,1335
2023,1336
801,1337
971,1338
904,1339
2486,1340
2256,1341
2027,1342
385,1343
2361,1344
2841,1345
2801,1346
2263,1347
1314,1348
2808,1349
1590,1350
264,1351
2343,1352
318,1353
782,1354
703,1355
108,1356
1402,1357
620,1358
1647,1359
1926,1360
2109,1361
2444,1362
3007,1363
578,1364
2655,1365
6,1366
774,1367
813,1368
2212,1369
3081,1370
125,1371
1174,1372
2060,1373
1870,1374
2319,1375
2488,1376
2883,1377
377,1378
2365,1379
3310,1380
7,1381
1642,1382
2403,1383
421,1384
1154,1385
209,1386
372,1387
3005,1388
1220,1389
1311,1390
1867,1391
2063,1392
2637,1393
2516,1394
884,1395
757,1396
2387,1397
601,1398
1934,1399
604,1400
403,1401
2907,1402
2678,1403
834,1404
863,1405
897,1406
2163,1407
1873,1408
1295,1409
2874,1410
1304,1411
2030,1412
1760,1413
273,1414
82,1415
1726,1416
1357,1417
1795,1418
3135,1419
1685,1420
2125,1421
1467,1422
831,1423
1579,1424
3126,1425
1113,1426
1784,1427
1804,1428
1659,1429
2166,1430
2772,1431
3104,1432
289,1433
724,1434
2804,1435
871,1436
1394,1437
9,1438
821,1439
1516,1440
1273,1441
2326,1442
678,1443
995,1444
1597,1445
3264,1446
1458,1447
2823,1448
1084,1449
697,1450
1670,1451
1067,1452
60,1453
2097,1454
2157,1455
2540,1456
1567,1457
449,1458
3163,1459
1858,1460
1055,1461
2445,1462
3075,1463
1649,1464
2695,1465
2285,1466
42,1467
628,1468
143,1469
1614,1470
998,1471
1609,1472
2049,1473
2328,1474
1130,1475
1705,1476
3124,1477
1889,1478
1690,1479
2667,1480
2305,1481
2796,1482
741,1483
1650,1484
2419,1485
1888,1486
2360,1487
892,1488
1898,1489
1156,1490
158,1491
2449,1492
152,1493
1224,1494
488,1495
390,1496
1197,1497
2466,1498
916,1499
1835,1500
2410,1501
1228,1502
3165,1503
2754,1504
1335,1505
909,1506
929,1507
984,1508
1235,1509
706,1510
2998,1511
823,1512
486,1513
2680,1514
2058,1515
2429,1516
2270,1517
324,1518
415,1519
441,1520
467,1521
2252,1522
624,1523
1712,1524
2302,1525
2370,1526
1559,1527
550,1528
3313,1529
2047,1530
1977,1531
1285,1532
2631,1533
1379,1534
1768,1535
2782,1536
1373,1537
2989,1538
332,1539
555,1540
3315,1541
1321,1542
2759,1543
2190,1544
2423,1545
2525,1546
1298,1547
412,1548
2246,1549
1395,1550
2089,1551
2145,1552
999,1553
639,1554
384,1555
1349,1556
491,1557
62,1558
2895,1559
2506,1560
2760,1561
1694,1562
643,1563
3,1564
2832,1565
2238,1566
2635,1567
2645,1568
1591,1569
3042,1570
2628,1571
1243,1572
840,1573
2048,1574
1030,1575
1972,1576
115,1577
2482,1578
2909,1579
2274,1580
34,1581
714,1582
2198,1583
1468,1584
101,1585
935,1586
1692,1587
1560,1588
955,1589
2169,1590
2211,1591
1090,1592
2240,1593
2575,1594
1912,1595
1827,1596
1226,1597
1738,1598
3108,1599
3117,1600
114,1601
2281,1602
2859,1603
1253,1604
548,1605
1679,1606
1138,1607
27,1608
886,1609
1287,1610
1158,1611
2510,1612
1654,1613
2373,1614
608,1615
2071,1616
1127,1617
1599,1618
3143,1619
1117,1620
2557,1621
2052,1622
160,1623
981,1624
2408,1625
874,1626
1613,1627
743,1628
580,1629
1678,1630
2127,1631
3096,1632
2424,1633
2068,1634
2217,1635
407,1636
537,1637
1908,1638
3094,1639
358,1640
793,1641
2916,1642
936,1643
1338,1644
2577,1645
1506,1646
3144,1647
2625,1648
914,1649
126,1650
2771,1651
3255,1652
2320,1653
325,1654
2067,1655
393,1656
1706,1657
1899,1658
3208,1659
251,1660
2615,1661
2378,1662
3080,1663
2952,1664
